node_id,role,domain_id,zone_id,controller_prefix,producer_count
"Stockton,+CA6463",relay,domain-12,domain-12-zone-04,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6479",relay,domain-12,domain-12-zone-01,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6563",relay,domain-12,domain-12-zone-02,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6569",relay,domain-12,domain-12-zone-03,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6577",relay,domain-12,domain-12-zone-04,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6583",relay,domain-12,domain-12-zone-01,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6590",relay,domain-12,domain-12-zone-02,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6609",relay,domain-12,domain-12-zone-03,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6619",relay,domain-12,domain-12-zone-04,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6719",relay,domain-12,domain-12-zone-01,/hiroute/rf_1239_sprint/domain-12/controller,2
"Stockton,+CA6758",relay,domain-12,domain-12-zone-02,/hiroute/rf_1239_sprint/domain-12/controller,2
"Atlanta,+GA4032",producer,domain-13,domain-13-zone-01,/hiroute/rf_1239_sprint/domain-13/controller,2
"Atlanta,+GA6565",ingress,domain-13,domain-13-zone-02,/hiroute/rf_1239_sprint/domain-13/controller,2
"Orlando,+FL4049",producer,domain-13,domain-13-zone-03,/hiroute/rf_1239_sprint/domain-13/controller,2
"Orlando,+FL4050",relay,domain-13,domain-13-zone-04,/hiroute/rf_1239_sprint/domain-13/controller,2
"Orlando,+FL4089",relay,domain-13,domain-13-zone-01,/hiroute/rf_1239_sprint/domain-13/controller,2
"Orlando,+FL4108",controller,domain-13,domain-13-zone-02,/hiroute/rf_1239_sprint/domain-13/controller,2
"Orlando,+FL6429",relay,domain-13,domain-13-zone-03,/hiroute/rf_1239_sprint/domain-13/controller,2
"Orlando,+FL6459",relay,domain-13,domain-13-zone-04,/hiroute/rf_1239_sprint/domain-13/controller,2
"Orlando,+FL6693",relay,domain-13,domain-13-zone-01,/hiroute/rf_1239_sprint/domain-13/controller,2
"Manasquan,+NJ4047",ingress,domain-14,domain-14-zone-01,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY4017",relay,domain-14,domain-14-zone-02,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY4022",relay,domain-14,domain-14-zone-03,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY4024",relay,domain-14,domain-14-zone-04,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY4048",producer,domain-14,domain-14-zone-01,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY4088",relay,domain-14,domain-14-zone-02,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY4107",relay,domain-14,domain-14-zone-03,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY4116",producer,domain-14,domain-14-zone-04,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY6397",relay,domain-14,domain-14-zone-01,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY6427",relay,domain-14,domain-14-zone-02,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY6446",relay,domain-14,domain-14-zone-03,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY6496",controller,domain-14,domain-14-zone-04,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY6524",relay,domain-14,domain-14-zone-01,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY6532",relay,domain-14,domain-14-zone-02,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY6559",relay,domain-14,domain-14-zone-03,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY6751",relay,domain-14,domain-14-zone-04,/hiroute/rf_1239_sprint/domain-14/controller,2
"New+York,+NY6752",relay,domain-14,domain-14-zone-01,/hiroute/rf_1239_sprint/domain-14/controller,2
"Tacoma,+WA3251",producer,domain-15,domain-15-zone-01,/hiroute/rf_1239_sprint/domain-15/controller,2
"Tacoma,+WA4114",producer,domain-15,domain-15-zone-02,/hiroute/rf_1239_sprint/domain-15/controller,2
"Tacoma,+WA6408",relay,domain-15,domain-15-zone-03,/hiroute/rf_1239_sprint/domain-15/controller,2
"Tacoma,+WA6555",controller,domain-15,domain-15-zone-04,/hiroute/rf_1239_sprint/domain-15/controller,2
"Tacoma,+WA6720",ingress,domain-15,domain-15-zone-01,/hiroute/rf_1239_sprint/domain-15/controller,2
"Roachdale,+IN4056",producer,domain-16,domain-16-zone-01,/hiroute/rf_1239_sprint/domain-16/controller,2
"Roachdale,+IN4111",producer,domain-16,domain-16-zone-02,/hiroute/rf_1239_sprint/domain-16/controller,2
"Roachdale,+IN6402",ingress,domain-16,domain-16-zone-03,/hiroute/rf_1239_sprint/domain-16/controller,2
"Roachdale,+IN6552",controller,domain-16,domain-16-zone-04,/hiroute/rf_1239_sprint/domain-16/controller,2
"Roachdale,+IN6636",relay,domain-16,domain-16-zone-01,/hiroute/rf_1239_sprint/domain-16/controller,2
"Roachdale,+IN6676",relay,domain-16,domain-16-zone-02,/hiroute/rf_1239_sprint/domain-16/controller,2
"Roachdale,+IN6677",relay,domain-16,domain-16-zone-03,/hiroute/rf_1239_sprint/domain-16/controller,2
"Roachdale,+IN6697",relay,domain-16,domain-16-zone-04,/hiroute/rf_1239_sprint/domain-16/controller,2
"Roachdale,+IN6712",relay,domain-16,domain-16-zone-01,/hiroute/rf_1239_sprint/domain-16/controller,2
"Roachdale,+IN6729",relay,domain-16,domain-16-zone-02,/hiroute/rf_1239_sprint/domain-16/controller,2
"Tacoma,+WA6701",relay,domain-16,domain-16-zone-03,/hiroute/rf_1239_sprint/domain-16/controller,2
