run_id,experiment_id,scheme,dataset_id,topology_id,budget,seed,git_commit,start_time,end_time,duration_sec,status,run_dir
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed5__20260313_062150,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,5,2271fee,2026-03-13T06:21:50Z,2026-03-13T06:22:34Z,43.764,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed5__20260313_062150
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed1__20260313_062234,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,1,2271fee,2026-03-13T06:22:34Z,2026-03-13T06:23:18Z,43.772,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed1__20260313_062234
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed2__20260313_062318,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,2,2271fee,2026-03-13T06:23:18Z,2026-03-13T06:24:02Z,43.623,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed2__20260313_062318
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed3__20260313_062402,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,3,2271fee,2026-03-13T06:24:02Z,2026-03-13T06:24:45Z,43.729,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed3__20260313_062402
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed4__20260313_062446,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,4,2271fee,2026-03-13T06:24:46Z,2026-03-13T06:25:29Z,43.689,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed4__20260313_062446
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed5__20260313_062529,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,5,2271fee,2026-03-13T06:25:30Z,2026-03-13T06:26:13Z,43.716,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed5__20260313_062529
exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_062613,exp_main_v1,hiroute,smartcity_v1,rf_3967_exodus,,1,2271fee,2026-03-13T06:26:13Z,2026-03-13T06:26:57Z,43.752,completed,runs/completed/exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_062613
exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_062657,exp_main_v1,hiroute,smartcity_v1,rf_3967_exodus,,2,2271fee,2026-03-13T06:26:57Z,2026-03-13T06:27:41Z,43.761,completed,runs/completed/exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_062657
exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_062741,exp_main_v1,hiroute,smartcity_v1,rf_3967_exodus,,3,2271fee,2026-03-13T06:27:41Z,2026-03-13T06:28:25Z,44.023,completed,runs/completed/exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_062741
exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed4__20260313_062825,exp_main_v1,hiroute,smartcity_v1,rf_3967_exodus,,4,2271fee,2026-03-13T06:28:26Z,2026-03-13T06:29:09Z,43.834,completed,runs/completed/exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed4__20260313_062825
exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed5__20260313_062910,exp_main_v1,hiroute,smartcity_v1,rf_3967_exodus,,5,2271fee,2026-03-13T06:29:10Z,2026-03-13T06:29:54Z,44.017,completed,runs/completed/exp_main_v1__hiroute__smartcity_v1__rf_3967_exodus__seed5__20260313_062910
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed1__20260313_062954,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,1,2271fee,2026-03-13T06:29:54Z,2026-03-13T06:30:37Z,43.534,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed1__20260313_062954
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed2__20260313_063037,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,2,2271fee,2026-03-13T06:30:38Z,2026-03-13T06:31:21Z,43.632,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed2__20260313_063037
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed3__20260313_063121,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,3,2271fee,2026-03-13T06:31:21Z,2026-03-13T06:32:05Z,43.637,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed3__20260313_063121
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed4__20260313_063205,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,4,2271fee,2026-03-13T06:32:05Z,2026-03-13T06:32:49Z,43.869,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed4__20260313_063205
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed5__20260313_063249,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,5,2271fee,2026-03-13T06:32:49Z,2026-03-13T06:33:33Z,44.084,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed5__20260313_063249
exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed1__20260313_063333,exp_main_v1,flat_iroute,smartcity_v1,rf_3967_exodus,,1,2271fee,2026-03-13T06:33:34Z,2026-03-13T06:34:17Z,43.826,completed,runs/completed/exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed1__20260313_063333
exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed2__20260313_063418,exp_main_v1,flat_iroute,smartcity_v1,rf_3967_exodus,,2,2271fee,2026-03-13T06:34:18Z,2026-03-13T06:35:01Z,43.803,completed,runs/completed/exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed2__20260313_063418
exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed3__20260313_063502,exp_main_v1,flat_iroute,smartcity_v1,rf_3967_exodus,,3,2271fee,2026-03-13T06:35:02Z,2026-03-13T06:35:45Z,43.714,completed,runs/completed/exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed3__20260313_063502
exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed4__20260313_063545,exp_main_v1,flat_iroute,smartcity_v1,rf_3967_exodus,,4,2271fee,2026-03-13T06:35:45Z,2026-03-13T06:36:29Z,43.836,completed,runs/completed/exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed4__20260313_063545
exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed5__20260313_063629,exp_main_v1,flat_iroute,smartcity_v1,rf_3967_exodus,,5,2271fee,2026-03-13T06:36:30Z,2026-03-13T06:37:13Z,43.899,completed,runs/completed/exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed5__20260313_063629
exp_scaling_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed1__20260313_063734,exp_scaling_v1,flat_iroute,smartcity_v1,rf_3967_exodus,,1,2271fee,2026-03-13T06:37:34Z,2026-03-13T06:38:18Z,43.891,completed,runs/completed/exp_scaling_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed1__20260313_063734
exp_scaling_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed2__20260313_063818,exp_scaling_v1,flat_iroute,smartcity_v1,rf_3967_exodus,,2,2271fee,2026-03-13T06:38:18Z,2026-03-13T06:39:02Z,43.748,completed,runs/completed/exp_scaling_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed2__20260313_063818
exp_scaling_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed3__20260313_063902,exp_scaling_v1,flat_iroute,smartcity_v1,rf_3967_exodus,,3,2271fee,2026-03-13T06:39:02Z,2026-03-13T06:39:46Z,43.372,completed,runs/completed/exp_scaling_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed3__20260313_063902
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_063946,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,1,2271fee,2026-03-13T06:39:46Z,2026-03-13T06:40:29Z,43.648,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_063946
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_064030,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,2,2271fee,2026-03-13T06:40:30Z,2026-03-13T06:41:13Z,43.807,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_064030
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_064114,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,3,2271fee,2026-03-13T06:41:14Z,2026-03-13T06:41:57Z,43.635,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_064114
exp_scaling_v1__oracle__smartcity_v1__rf_3967_exodus__seed1__20260313_064157,exp_scaling_v1,oracle,smartcity_v1,rf_3967_exodus,,1,2271fee,2026-03-13T06:41:58Z,2026-03-13T06:42:41Z,43.645,completed,runs/completed/exp_scaling_v1__oracle__smartcity_v1__rf_3967_exodus__seed1__20260313_064157
exp_scaling_v1__oracle__smartcity_v1__rf_3967_exodus__seed2__20260313_064241,exp_scaling_v1,oracle,smartcity_v1,rf_3967_exodus,,2,2271fee,2026-03-13T06:42:41Z,2026-03-13T06:43:25Z,43.497,completed,runs/completed/exp_scaling_v1__oracle__smartcity_v1__rf_3967_exodus__seed2__20260313_064241
exp_scaling_v1__oracle__smartcity_v1__rf_3967_exodus__seed3__20260313_064325,exp_scaling_v1,oracle,smartcity_v1,rf_3967_exodus,,3,2271fee,2026-03-13T06:43:25Z,2026-03-13T06:44:09Z,44.302,completed,runs/completed/exp_scaling_v1__oracle__smartcity_v1__rf_3967_exodus__seed3__20260313_064325
exp_scaling_v1__flat_iroute__smartcity_v1__rf_1239_sprint__seed1__20260313_064409,exp_scaling_v1,flat_iroute,smartcity_v1,rf_1239_sprint,,1,2271fee,2026-03-13T06:44:10Z,2026-03-13T06:47:07Z,177.572,completed,runs/completed/exp_scaling_v1__flat_iroute__smartcity_v1__rf_1239_sprint__seed1__20260313_064409
exp_scaling_v1__flat_iroute__smartcity_v1__rf_1239_sprint__seed2__20260313_064707,exp_scaling_v1,flat_iroute,smartcity_v1,rf_1239_sprint,,2,2271fee,2026-03-13T06:47:07Z,2026-03-13T06:50:06Z,178.257,completed,runs/completed/exp_scaling_v1__flat_iroute__smartcity_v1__rf_1239_sprint__seed2__20260313_064707
exp_scaling_v1__flat_iroute__smartcity_v1__rf_1239_sprint__seed3__20260313_065006,exp_scaling_v1,flat_iroute,smartcity_v1,rf_1239_sprint,,3,2271fee,2026-03-13T06:50:06Z,2026-03-13T06:53:09Z,182.697,completed,runs/completed/exp_scaling_v1__flat_iroute__smartcity_v1__rf_1239_sprint__seed3__20260313_065006
exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed1__20260313_065309,exp_scaling_v1,hiroute,smartcity_v1,rf_1239_sprint,,1,2271fee,2026-03-13T06:53:09Z,2026-03-13T06:56:07Z,178.228,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed1__20260313_065309
exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed2__20260313_065607,exp_scaling_v1,hiroute,smartcity_v1,rf_1239_sprint,,2,2271fee,2026-03-13T06:56:07Z,2026-03-13T06:59:03Z,175.585,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed2__20260313_065607
exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed3__20260313_065903,exp_scaling_v1,hiroute,smartcity_v1,rf_1239_sprint,,3,2271fee,2026-03-13T06:59:03Z,2026-03-13T07:01:57Z,174.061,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed3__20260313_065903
exp_scaling_v1__oracle__smartcity_v1__rf_1239_sprint__seed1__20260313_070157,exp_scaling_v1,oracle,smartcity_v1,rf_1239_sprint,,1,2271fee,2026-03-13T07:01:57Z,2026-03-13T07:04:54Z,176.274,completed,runs/completed/exp_scaling_v1__oracle__smartcity_v1__rf_1239_sprint__seed1__20260313_070157
exp_scaling_v1__oracle__smartcity_v1__rf_1239_sprint__seed2__20260313_070454,exp_scaling_v1,oracle,smartcity_v1,rf_1239_sprint,,2,2271fee,2026-03-13T07:04:54Z,2026-03-13T07:07:48Z,174.193,completed,runs/completed/exp_scaling_v1__oracle__smartcity_v1__rf_1239_sprint__seed2__20260313_070454
exp_scaling_v1__oracle__smartcity_v1__rf_1239_sprint__seed3__20260313_070748,exp_scaling_v1,oracle,smartcity_v1,rf_1239_sprint,,3,2271fee,2026-03-13T07:07:48Z,2026-03-13T07:10:45Z,176.43,completed,runs/completed/exp_scaling_v1__oracle__smartcity_v1__rf_1239_sprint__seed3__20260313_070748
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed1__20260313_080800,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,1,25dfc8d,2026-03-13T08:08:00Z,2026-03-13T08:08:47Z,46.105,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed1__20260313_080800
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed2__20260313_080847,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,2,25dfc8d,2026-03-13T08:08:47Z,2026-03-13T08:09:29Z,42.74,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed2__20260313_080847
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed3__20260313_080930,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,3,25dfc8d,2026-03-13T08:09:30Z,2026-03-13T08:10:13Z,43.225,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed3__20260313_080930
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed4__20260313_081013,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,4,25dfc8d,2026-03-13T08:10:13Z,2026-03-13T08:10:56Z,42.736,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed4__20260313_081013
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed5__20260313_081056,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,5,25dfc8d,2026-03-13T08:10:56Z,2026-03-13T08:11:39Z,42.589,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed5__20260313_081056
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_081530,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,1,443e979,2026-03-13T08:15:30Z,2026-03-13T08:16:14Z,44.234,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_081530
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_081614,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,2,443e979,2026-03-13T08:16:14Z,2026-03-13T08:16:58Z,44.091,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_081614
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_081658,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,3,443e979,2026-03-13T08:16:58Z,2026-03-13T08:17:42Z,43.609,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_081658
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_082551,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,1,cc9f2cc,2026-03-13T08:25:51Z,2026-03-13T08:26:34Z,42.993,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_082551
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_082634,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,2,cc9f2cc,2026-03-13T08:26:34Z,2026-03-13T08:27:17Z,43.016,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_082634
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_082717,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,3,cc9f2cc,2026-03-13T08:27:17Z,2026-03-13T08:28:00Z,42.846,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_082717
exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed1__20260313_082800,exp_scaling_v1,hiroute,smartcity_v1,rf_1239_sprint,,1,cc9f2cc,2026-03-13T08:28:00Z,2026-03-13T08:35:55Z,474.93,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed1__20260313_082800
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_084457,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,1,2afc84e,2026-03-13T08:44:57Z,2026-03-13T08:45:00Z,3.03,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_084457
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_084500,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,2,2afc84e,2026-03-13T08:45:01Z,2026-03-13T08:45:02Z,1.616,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_084500
exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_084502,exp_scaling_v1,hiroute,smartcity_v1,rf_3967_exodus,,3,2afc84e,2026-03-13T08:45:02Z,2026-03-13T08:45:04Z,1.631,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_084502
exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed1__20260313_084504,exp_scaling_v1,hiroute,smartcity_v1,rf_1239_sprint,,1,2afc84e,2026-03-13T08:45:04Z,2026-03-13T08:45:09Z,4.692,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed1__20260313_084504
exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed2__20260313_084509,exp_scaling_v1,hiroute,smartcity_v1,rf_1239_sprint,,2,2afc84e,2026-03-13T08:45:09Z,2026-03-13T08:45:14Z,4.739,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed2__20260313_084509
exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed3__20260313_084514,exp_scaling_v1,hiroute,smartcity_v1,rf_1239_sprint,,3,2afc84e,2026-03-13T08:45:14Z,2026-03-13T08:45:19Z,4.716,completed,runs/completed/exp_scaling_v1__hiroute__smartcity_v1__rf_1239_sprint__seed3__20260313_084514
exp_staleness_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_084545,exp_staleness_v1,hiroute,smartcity_v1,rf_3967_exodus,,1,2afc84e,2026-03-13T08:45:45Z,2026-03-13T08:46:29Z,43.809,completed,runs/completed/exp_staleness_v1__hiroute__smartcity_v1__rf_3967_exodus__seed1__20260313_084545
exp_staleness_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_084629,exp_staleness_v1,hiroute,smartcity_v1,rf_3967_exodus,,2,2afc84e,2026-03-13T08:46:29Z,2026-03-13T08:47:12Z,43.163,completed,runs/completed/exp_staleness_v1__hiroute__smartcity_v1__rf_3967_exodus__seed2__20260313_084629
exp_staleness_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_084713,exp_staleness_v1,hiroute,smartcity_v1,rf_3967_exodus,,3,2afc84e,2026-03-13T08:47:13Z,2026-03-13T08:47:56Z,43.742,completed,runs/completed/exp_staleness_v1__hiroute__smartcity_v1__rf_3967_exodus__seed3__20260313_084713
exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__link__seed1__20260313_084814,exp_failures_v1,hiroute,smartcity_v1,rf_3967_exodus,,1,2afc84e,2026-03-13T08:48:14Z,2026-03-13T08:48:58Z,44.368,completed,runs/completed/exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__link__seed1__20260313_084814
exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__link__seed2__20260313_084858,exp_failures_v1,hiroute,smartcity_v1,rf_3967_exodus,,2,2afc84e,2026-03-13T08:48:59Z,2026-03-13T08:49:42Z,42.977,completed,runs/completed/exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__link__seed2__20260313_084858
exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__link__seed3__20260313_084942,exp_failures_v1,hiroute,smartcity_v1,rf_3967_exodus,,3,2afc84e,2026-03-13T08:49:42Z,2026-03-13T08:50:25Z,42.854,completed,runs/completed/exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__link__seed3__20260313_084942
exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__domain__seed1__20260313_085025,exp_failures_v1,hiroute,smartcity_v1,rf_3967_exodus,,1,2afc84e,2026-03-13T08:50:25Z,2026-03-13T08:51:10Z,44.88,completed,runs/completed/exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__domain__seed1__20260313_085025
exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__domain__seed2__20260313_085110,exp_failures_v1,hiroute,smartcity_v1,rf_3967_exodus,,2,2afc84e,2026-03-13T08:51:10Z,2026-03-13T08:51:54Z,44.054,completed,runs/completed/exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__domain__seed2__20260313_085110
exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__domain__seed3__20260313_085154,exp_failures_v1,hiroute,smartcity_v1,rf_3967_exodus,,3,2afc84e,2026-03-13T08:51:54Z,2026-03-13T08:52:38Z,43.848,completed,runs/completed/exp_failures_v1__hiroute__smartcity_v1__rf_3967_exodus__domain__seed3__20260313_085154
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed1__20260313_111001,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,1,922a148,2026-03-13T10:29:59Z,2026-03-13T10:31:02Z,63.17,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed1__20260313_111001
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed2__20260313_111101,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,2,922a148,2026-03-13T10:29:59Z,2026-03-13T10:31:02Z,63.321,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed2__20260313_111101
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed5__20260313_111401,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,5,922a148,2026-03-13T10:29:59Z,2026-03-13T10:31:02Z,63.191,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed5__20260313_111401
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed3__20260313_111201,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,3,922a148,2026-03-13T10:29:59Z,2026-03-13T10:31:02Z,63.361,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed3__20260313_111201
exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed4__20260313_111301,exp_main_v1,oracle,smartcity_v1,rf_3967_exodus,,4,922a148,2026-03-13T10:29:59Z,2026-03-13T10:31:02Z,63.472,completed,runs/completed/exp_main_v1__oracle__smartcity_v1__rf_3967_exodus__seed4__20260313_111301
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed1__20260313_112001,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,1,922a148,2026-03-13T10:33:54Z,2026-03-13T10:34:55Z,61.103,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed1__20260313_112001
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed2__20260313_112101,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,2,922a148,2026-03-13T10:33:55Z,2026-03-13T10:34:57Z,61.952,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed2__20260313_112101
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed3__20260313_112201,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,3,922a148,2026-03-13T10:33:55Z,2026-03-13T10:34:57Z,62.001,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed3__20260313_112201
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed4__20260313_112301,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,4,922a148,2026-03-13T10:33:55Z,2026-03-13T10:34:57Z,62.161,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed4__20260313_112301
exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed5__20260313_112401,exp_main_v1,exact,smartcity_v1,rf_3967_exodus,,5,922a148,2026-03-13T10:33:56Z,2026-03-13T10:34:58Z,61.949,completed,runs/completed/exp_main_v1__exact__smartcity_v1__rf_3967_exodus__seed5__20260313_112401
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed2__20260313_112601,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,2,922a148,2026-03-13T10:35:29Z,2026-03-13T10:36:26Z,57.05,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed2__20260313_112601
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed1__20260313_112501,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,1,922a148,2026-03-13T10:35:29Z,2026-03-13T10:36:26Z,57.171,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed1__20260313_112501
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed4__20260313_112801,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,4,922a148,2026-03-13T10:35:29Z,2026-03-13T10:36:26Z,57.156,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed4__20260313_112801
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed3__20260313_112701,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,3,922a148,2026-03-13T10:35:29Z,2026-03-13T10:36:27Z,57.324,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed3__20260313_112701
exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed5__20260313_112901,exp_main_v1,flood,smartcity_v1,rf_3967_exodus,,5,922a148,2026-03-13T10:35:30Z,2026-03-13T10:36:27Z,57.002,completed,runs/completed/exp_main_v1__flood__smartcity_v1__rf_3967_exodus__seed5__20260313_112901
exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed2__20260313_113101,exp_main_v1,flat_iroute,smartcity_v1,rf_3967_exodus,,2,922a148,2026-03-13T10:36:54Z,2026-03-13T10:37:51Z,56.687,completed,runs/completed/exp_main_v1__flat_iroute__smartcity_v1__rf_3967_exodus__seed2__20260313_113101
