run_id,experiment_id,scheme,dataset_id,topology_id,budget,manifest_size,seed,git_commit,promotion_reason,promoted_at
ablation__predicates_only__smartcity__rf_3967_exodus_compact__manifest1__seed2__20260417_150753,ablation,predicates_only,smartcity,rf_3967_exodus_compact,0,1,2,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_only__smartcity__rf_3967_exodus_compact__manifest2__seed3__20260417_150753,ablation,predicates_only,smartcity,rf_3967_exodus_compact,0,2,3,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_only__smartcity__rf_3967_exodus_compact__manifest1__seed3__20260417_150753,ablation,predicates_only,smartcity,rf_3967_exodus_compact,0,1,3,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_only__smartcity__rf_3967_exodus_compact__manifest2__seed2__20260417_150753,ablation,predicates_only,smartcity,rf_3967_exodus_compact,0,2,2,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_only__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260417_152257,ablation,predicates_only,smartcity,rf_3967_exodus_compact,0,3,1,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_only__smartcity__rf_3967_exodus_compact__manifest3__seed3__20260417_152300,ablation,predicates_only,smartcity,rf_3967_exodus_compact,0,3,3,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__flat_semantic_only__smartcity__rf_3967_exodus_compact__manifest1__seed2__20260417_152304,ablation,flat_semantic_only,smartcity,rf_3967_exodus_compact,0,1,2,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_only__smartcity__rf_3967_exodus_compact__manifest3__seed2__20260417_152258,ablation,predicates_only,smartcity,rf_3967_exodus_compact,0,3,2,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__flat_semantic_only__smartcity__rf_3967_exodus_compact__manifest1__seed3__20260417_152307,ablation,flat_semantic_only,smartcity,rf_3967_exodus_compact,0,1,3,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__flat_semantic_only__smartcity__rf_3967_exodus_compact__manifest2__seed1__20260417_153852,ablation,flat_semantic_only,smartcity,rf_3967_exodus_compact,0,2,1,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__flat_semantic_only__smartcity__rf_3967_exodus_compact__manifest3__seed1__20260417_153903,ablation,flat_semantic_only,smartcity,rf_3967_exodus_compact,0,3,1,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__flat_semantic_only__smartcity__rf_3967_exodus_compact__manifest2__seed2__20260417_153854,ablation,flat_semantic_only,smartcity,rf_3967_exodus_compact,0,2,2,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__flat_semantic_only__smartcity__rf_3967_exodus_compact__manifest2__seed3__20260417_153855,ablation,flat_semantic_only,smartcity,rf_3967_exodus_compact,0,2,3,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__flat_semantic_only__smartcity__rf_3967_exodus_compact__manifest3__seed2__20260417_153904,ablation,flat_semantic_only,smartcity,rf_3967_exodus_compact,0,3,2,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__flat_semantic_only__smartcity__rf_3967_exodus_compact__manifest3__seed3__20260417_153907,ablation,flat_semantic_only,smartcity,rf_3967_exodus_compact,0,3,3,fa56274,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_plus_flat__smartcity__rf_3967_exodus_compact__manifest2__seed3__20260417_162428,ablation,predicates_plus_flat,smartcity,rf_3967_exodus_compact,0,2,3,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_plus_flat__smartcity__rf_3967_exodus_compact__manifest1__seed3__20260417_162428,ablation,predicates_plus_flat,smartcity,rf_3967_exodus_compact,0,1,3,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_plus_flat__smartcity__rf_3967_exodus_compact__manifest3__seed3__20260417_162428,ablation,predicates_plus_flat,smartcity,rf_3967_exodus_compact,0,3,3,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_plus_flat__smartcity__rf_3967_exodus_compact__manifest1__seed2__20260417_162428,ablation,predicates_plus_flat,smartcity,rf_3967_exodus_compact,0,1,2,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_plus_flat__smartcity__rf_3967_exodus_compact__manifest3__seed2__20260417_162428,ablation,predicates_plus_flat,smartcity,rf_3967_exodus_compact,0,3,2,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__predicates_plus_flat__smartcity__rf_3967_exodus_compact__manifest2__seed2__20260417_162428,ablation,predicates_plus_flat,smartcity,rf_3967_exodus_compact,0,2,2,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__full_hiroute__smartcity__rf_3967_exodus_compact__manifest1__seed2__20260417_164214,ablation,full_hiroute,smartcity,rf_3967_exodus_compact,0,1,2,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__full_hiroute__smartcity__rf_3967_exodus_compact__manifest1__seed3__20260417_164220,ablation,full_hiroute,smartcity,rf_3967_exodus_compact,0,1,3,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:17Z
ablation__full_hiroute__smartcity__rf_3967_exodus_compact__manifest3__seed2__20260417_164228,ablation,full_hiroute,smartcity,rf_3967_exodus_compact,0,3,2,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:18Z
ablation__full_hiroute__smartcity__rf_3967_exodus_compact__manifest2__seed2__20260417_164226,ablation,full_hiroute,smartcity,rf_3967_exodus_compact,0,2,2,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:18Z
ablation__full_hiroute__smartcity__rf_3967_exodus_compact__manifest3__seed3__20260417_164229,ablation,full_hiroute,smartcity,rf_3967_exodus_compact,0,3,3,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:18Z
ablation__full_hiroute__smartcity__rf_3967_exodus_compact__manifest2__seed3__20260417_164227,ablation,full_hiroute,smartcity,rf_3967_exodus_compact,0,2,3,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:18Z
ablation__full_hiroute__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260417_170315,ablation,full_hiroute,smartcity,rf_3967_exodus_compact,0,1,1,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:18Z
ablation__predicates_plus_flat__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260417_170315,ablation,predicates_plus_flat,smartcity,rf_3967_exodus_compact,0,1,1,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:18Z
ablation__flat_semantic_only__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260417_170315,ablation,flat_semantic_only,smartcity,rf_3967_exodus_compact,0,1,1,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:18Z
ablation__predicates_only__smartcity__rf_3967_exodus_compact__manifest1__seed1__20260417_170315,ablation,predicates_only,smartcity,rf_3967_exodus_compact,0,1,1,98e2a0f,meets promotion thresholds and artifact completeness,2026-04-17T17:20:18Z
state_scaling__hiroute__smartcity__rf_1239_sprint__budget16__manifest3__seed1__20260417_172102,state_scaling,hiroute,smartcity,rf_1239_sprint,16,3,1,0576ef6,meets promotion thresholds and artifact completeness,2026-04-17T17:22:04Z
state_scaling__inf_tag_forwarding__smartcity__rf_1239_sprint__budget16__manifest3__seed1__20260417_172102,state_scaling,inf_tag_forwarding,smartcity,rf_1239_sprint,16,3,1,0576ef6,meets promotion thresholds and artifact completeness,2026-04-17T17:22:04Z
